Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
37,USDA Salinas,Monterey Bay,10/2/1991,1500,275,0.47, ,0.00, ,552, ,1.3, ,20.4, ,55, ,11.0, ,6.5, ,309, ,20.4, 
37,USDA Salinas,Monterey Bay,10/2/1991,1600,275,0.30, ,0.00, ,383, ,1.3, ,17.6, ,66, ,11.3, ,6.4, ,309, ,20.6, 
37,USDA Salinas,Monterey Bay,10/2/1991,1700,275,0.16, ,0.00, ,192, ,1.3, ,17.1, ,69, ,11.4, ,5.5, ,329, ,20.7, 
37,USDA Salinas,Monterey Bay,10/2/1991,1800,275,0.04, ,0.00, ,34, ,1.3, ,16.2, ,72, ,11.2, ,3.2, ,311, ,20.7, 
37,USDA Salinas,Monterey Bay,10/2/1991,1900,275,0.00, ,0.00, ,-2, ,1.2, ,13.7, ,80, ,10.2, ,3.1, ,303, ,20.6, 
37,USDA Salinas,Monterey Bay,10/2/1991,2000,275,0.00, ,0.00, ,-2, ,1.2, ,12.7, ,81, ,9.6, ,2.9, ,311, ,20.5, 
37,USDA Salinas,Monterey Bay,10/2/1991,2100,275,0.00, ,0.00, ,-2, ,1.2, ,12.5, ,82, ,9.5, ,3.1, ,307, ,20.3, 
37,USDA Salinas,Monterey Bay,10/2/1991,2200,275,-0.01, ,0.00, ,-2, ,1.2, ,12.3, ,82, ,9.3, ,2.0, ,317, ,20.2, 
37,USDA Salinas,Monterey Bay,10/2/1991,2300,275,-0.01, ,0.00, ,-2, ,1.2, ,12.2, ,82, ,9.1, ,0.9, ,194, ,20.1, 
37,USDA Salinas,Monterey Bay,10/2/1991,2400,275,-0.01, ,0.00, ,-2, ,1.1, ,12.1, ,81, ,9.0, ,2.0, ,141, ,20.0, 
37,USDA Salinas,Monterey Bay,10/3/1991,0100,276,-0.01, ,0.00, ,-2, ,1.1, ,12.0, ,81, ,8.9, ,2.6, ,140, ,19.8, 
37,USDA Salinas,Monterey Bay,10/3/1991,0200,276,0.00, ,0.00, ,-2, ,1.1, ,11.9, ,81, ,8.8, ,4.1, ,132, ,19.7, 
37,USDA Salinas,Monterey Bay,10/3/1991,0300,276,0.00, ,0.00, ,-1, ,1.1, ,11.7, ,81, ,8.6, ,3.7, ,133, ,19.6, 
37,USDA Salinas,Monterey Bay,10/3/1991,0400,276,-0.01, ,0.00, ,-2, ,1.1, ,11.8, ,81, ,8.5, ,2.8, ,132, ,19.5, 
37,USDA Salinas,Monterey Bay,10/3/1991,0500,276,-0.02, ,0.00, ,-2, ,1.1, ,11.1, ,80, ,7.8, ,0.9, ,153, ,19.4, 
37,USDA Salinas,Monterey Bay,10/3/1991,0600,276,-0.02, ,0.00, ,-1, ,1.0, ,10.2, ,80, ,6.8, ,1.1, ,153, ,19.3, 
37,USDA Salinas,Monterey Bay,10/3/1991,0700,276,0.01, ,0.00, ,50, ,1.0, ,9.6, ,81, ,6.4, ,0.6, ,217, ,19.2, 
37,USDA Salinas,Monterey Bay,10/3/1991,0800,276,0.11, ,0.00, ,233, ,1.2, ,12.9, ,79, ,9.4, ,0.8, ,167, ,19.0, 
37,USDA Salinas,Monterey Bay,10/3/1991,0900,276,0.27, ,0.00, ,417, ,1.3, ,18.2, ,61, ,10.5, ,2.4, ,152, ,18.9, 
37,USDA Salinas,Monterey Bay,10/3/1991,1000,276,0.52, ,0.00, ,585, ,1.1, ,24.4, ,36, ,8.4, ,4.2, ,139, ,18.9, 
37,USDA Salinas,Monterey Bay,10/3/1991,1100,276,0.59, ,0.00, ,705, ,1.0, ,28.4, ,25, ,6.3, ,2.1, ,165, ,19.0, 
37,USDA Salinas,Monterey Bay,10/3/1991,1200,276,0.67, ,0.00, ,763, ,0.9, ,30.2, ,22, ,6.2, ,2.5, ,307, ,19.2, 
37,USDA Salinas,Monterey Bay,10/3/1991,1300,276,0.68, ,0.00, ,747, ,1.4, ,25.7, ,42, ,11.8, ,5.2, ,312, ,19.6, 
37,USDA Salinas,Monterey Bay,10/3/1991,1400,276,0.63, ,0.00, ,685, ,1.3, ,24.1, ,45, ,11.4, ,6.4, ,322, ,20.0, 
37,USDA Salinas,Monterey Bay,10/3/1991,1500,276,0.51, ,0.00, ,561, ,1.3, ,22.7, ,48, ,11.2, ,6.1, ,314, ,20.3, 
37,USDA Salinas,Monterey Bay,10/3/1991,1600,276,0.34, ,0.00, ,390, ,1.4, ,21.1, ,56, ,12.1, ,5.6, ,308, ,20.5, 
37,USDA Salinas,Monterey Bay,10/3/1991,1700,276,0.19, ,0.00, ,198, ,1.4, ,19.8, ,61, ,11.9, ,5.1, ,313, ,20.7, 
37,USDA Salinas,Monterey Bay,10/3/1991,1800,276,0.05, ,0.00, ,32, ,1.4, ,17.2, ,72, ,12.1, ,4.4, ,318, ,20.7, 
37,USDA Salinas,Monterey Bay,10/3/1991,1900,276,0.00, ,0.00, ,-2, ,1.3, ,14.3, ,81, ,11.1, ,3.2, ,299, ,20.6, 
37,USDA Salinas,Monterey Bay,10/3/1991,2000,276,0.00, ,0.00, ,-2, ,1.2, ,12.8, ,83, ,10.0, ,3.3, ,312, ,20.5, 
37,USDA Salinas,Monterey Bay,10/3/1991,2100,276,0.00, ,0.00, ,-2, ,1.2, ,12.4, ,83, ,9.6, ,3.3, ,330, ,20.4, 
37,USDA Salinas,Monterey Bay,10/3/1991,2200,276,-0.01, ,0.00, ,-2, ,1.2, ,12.6, ,83, ,9.8, ,2.9, ,331, ,20.2, 
37,USDA Salinas,Monterey Bay,10/3/1991,2300,276,-0.01, ,0.00, ,-2, ,1.2, ,12.4, ,83, ,9.7, ,2.2, ,333, ,20.1, 
37,USDA Salinas,Monterey Bay,10/3/1991,2400,276,-0.01, ,0.00, ,-1, ,1.2, ,12.3, ,82, ,9.4, ,1.2, ,352, ,20.0, 
37,USDA Salinas,Monterey Bay,10/4/1991,0100,277,0.00, ,0.00, ,-1, ,1.2, ,12.2, ,82, ,9.3, ,1.1, ,328, ,19.9, 
37,USDA Salinas,Monterey Bay,10/4/1991,0200,277,0.01, ,0.00, ,-1, ,1.2, ,12.2, ,82, ,9.2, ,1.4, ,345, ,19.8, 
37,USDA Salinas,Monterey Bay,10/4/1991,0300,277,0.00, ,0.00, ,-1, ,1.1, ,11.9, ,82, ,9.0, ,0.9, ,322, ,19.7, 
37,USDA Salinas,Monterey Bay,10/4/1991,0400,277,0.00, ,0.00, ,-1, ,1.1, ,11.8, ,82, ,8.9, ,1.1, ,143, ,19.6, 
37,USDA Salinas,Monterey Bay,10/4/1991,0500,277,0.01, ,0.00, ,-1, ,1.1, ,11.4, ,82, ,8.4, ,2.3, ,121, ,19.5, 
37,USDA Salinas,Monterey Bay,10/4/1991,0600,277,0.01, ,0.00, ,-1, ,1.1, ,11.4, ,82, ,8.5, ,2.8, ,128, ,19.4, 
37,USDA Salinas,Monterey Bay,10/4/1991,0700,277,0.02, ,0.00, ,17, ,1.1, ,11.3, ,82, ,8.3, ,2.2, ,123, ,19.4, 
37,USDA Salinas,Monterey Bay,10/4/1991,0800,277,0.03, ,0.00, ,69, ,1.1, ,11.6, ,82, ,8.6, ,1.2, ,269, ,19.3, 
37,USDA Salinas,Monterey Bay,10/4/1991,0900,277,0.08, ,0.00, ,159, ,1.1, ,12.0, ,82, ,9.0, ,1.8, ,284, ,19.2, 
37,USDA Salinas,Monterey Bay,10/4/1991,1000,277,0.24, ,0.00, ,416, ,1.2, ,13.4, ,81, ,10.2, ,2.5, ,300, ,19.2, 
37,USDA Salinas,Monterey Bay,10/4/1991,1100,277,0.42, ,0.00, ,655, ,1.4, ,16.0, ,76, ,11.7, ,3.2, ,305, ,19.2, 
37,USDA Salinas,Monterey Bay,10/4/1991,1200,277,0.53, ,0.00, ,745, ,1.3, ,18.4, ,62, ,10.9, ,4.2, ,305, ,19.3, 
37,USDA Salinas,Monterey Bay,10/4/1991,1300,277,0.56, ,0.00, ,737, ,1.3, ,19.6, ,56, ,10.7, ,5.0, ,313, ,19.5, 
37,USDA Salinas,Monterey Bay,10/4/1991,1400,277,0.52, ,0.00, ,665, ,1.3, ,19.4, ,57, ,10.6, ,5.7, ,313, ,19.7, 
37,USDA Salinas,Monterey Bay,10/4/1991,1500,277,0.43, ,0.00, ,537, ,1.3, ,18.4, ,61, ,10.8, ,6.5, ,313, ,20.0, 
37,USDA Salinas,Monterey Bay,10/4/1991,1600,277,0.29, ,0.00, ,382, ,1.3, ,16.9, ,70, ,11.3, ,7.0, ,319, ,20.2, 
37,USDA Salinas,Monterey Bay,10/4/1991,1700,277,0.11, ,0.00, ,107, ,1.3, ,15.4, ,77, ,11.3, ,6.4, ,322, ,20.3, 
37,USDA Salinas,Monterey Bay,10/4/1991,1800,277,0.04, ,0.00, ,8, ,1.3, ,14.6, ,79, ,11.0, ,5.6, ,324, ,20.3, 
37,USDA Salinas,Monterey Bay,10/4/1991,1900,277,0.02, ,0.00, ,-2, ,1.3, ,14.2, ,80, ,10.8, ,4.7, ,316, ,20.2, 
37,USDA Salinas,Monterey Bay,10/4/1991,2000,277,0.02, ,0.00, ,-2, ,1.3, ,13.9, ,81, ,10.6, ,4.1, ,303, ,20.1, 
37,USDA Salinas,Monterey Bay,10/4/1991,2100,277,0.01, ,0.00, ,-2, ,1.3, ,13.8, ,81, ,10.6, ,3.2, ,316, ,20.0, 
37,USDA Salinas,Monterey Bay,10/4/1991,2200,277,0.01, ,0.00, ,-2, ,1.3, ,13.6, ,81, ,10.4, ,2.5, ,325, ,19.9, 
37,USDA Salinas,Monterey Bay,10/4/1991,2300,277,0.01, ,0.00, ,-2, ,1.3, ,13.5, ,81, ,10.3, ,1.8, ,338, ,19.8, 
37,USDA Salinas,Monterey Bay,10/4/1991,2400,277,0.00, ,0.00, ,-1, ,1.2, ,13.3, ,81, ,10.2, ,1.2, ,25, ,19.7, 
37,USDA Salinas,Monterey Bay,10/5/1991,0100,278,0.01, ,0.00, ,-1, ,1.2, ,13.2, ,81, ,10.0, ,1.2, ,345, ,19.6, 
37,USDA Salinas,Monterey Bay,10/5/1991,0200,278,0.01, ,0.00, ,-1, ,1.2, ,13.1, ,81, ,9.9, ,1.1, ,40, ,19.6, 
37,USDA Salinas,Monterey Bay,10/5/1991,0300,278,0.01, ,0.00, ,-1, ,1.2, ,13.0, ,81, ,9.8, ,1.1, ,88, ,19.5, 
37,USDA Salinas,Monterey Bay,10/5/1991,0400,278,0.01, ,0.00, ,-1, ,1.2, ,12.8, ,81, ,9.6, ,1.1, ,90, ,19.4, 
37,USDA Salinas,Monterey Bay,10/5/1991,0500,278,0.00, ,0.00, ,-1, ,1.2, ,12.8, ,81, ,9.6, ,0.9, ,53, ,19.4, 
37,USDA Salinas,Monterey Bay,10/5/1991,0600,278,0.00, ,0.00, ,-1, ,1.2, ,12.8, ,81, ,9.6, ,1.0, ,167, ,19.3, 
37,USDA Salinas,Monterey Bay,10/5/1991,0700,278,0.01, ,0.00, ,7, ,1.2, ,12.7, ,81, ,9.5, ,1.3, ,71, ,19.2, 
37,USDA Salinas,Monterey Bay,10/5/1991,0800,278,0.02, ,0.00, ,41, ,1.2, ,12.8, ,80, ,9.5, ,1.3, ,112, ,19.2, 
37,USDA Salinas,Monterey Bay,10/5/1991,0900,278,0.05, ,0.00, ,100, ,1.2, ,13.3, ,80, ,9.9, ,1.9, ,125, ,19.1, 
37,USDA Salinas,Monterey Bay,10/5/1991,1000,278,0.16, ,0.00, ,287, ,1.3, ,14.4, ,78, ,10.6, ,1.7, ,173, ,19.1, 
37,USDA Salinas,Monterey Bay,10/5/1991,1100,278,0.43, ,0.00, ,691, ,1.3, ,17.1, ,68, ,11.0, ,1.6, ,280, ,19.1, 
37,USDA Salinas,Monterey Bay,10/5/1991,1200,278,0.53, ,0.00, ,746, ,1.3, ,19.6, ,56, ,10.7, ,3.0, ,299, ,19.2, 
37,USDA Salinas,Monterey Bay,10/5/1991,1300,278,0.60, ,0.00, ,740, ,1.2, ,21.2, ,50, ,10.2, ,5.1, ,304, ,19.4, 
37,USDA Salinas,Monterey Bay,10/5/1991,1400,278,0.54, ,0.00, ,672, ,1.2, ,19.5, ,54, ,9.9, ,6.2, ,310, ,19.7, 
37,USDA Salinas,Monterey Bay,10/5/1991,1500,278,0.44, ,0.00, ,548, ,1.2, ,18.5, ,55, ,9.3, ,6.4, ,309, ,20.0, 
37,USDA Salinas,Monterey Bay,10/5/1991,1600,278,0.30, ,0.00, ,375, ,1.2, ,17.4, ,61, ,9.8, ,6.4, ,317, ,20.2, 
37,USDA Salinas,Monterey Bay,10/5/1991,1700,278,0.15, ,0.00, ,179, ,1.3, ,15.9, ,70, ,10.5, ,5.9, ,319, ,20.3, 
37,USDA Salinas,Monterey Bay,10/5/1991,1800,278,0.03, ,0.00, ,12, ,1.3, ,14.1, ,78, ,10.4, ,5.5, ,319, ,20.3, 
37,USDA Salinas,Monterey Bay,10/5/1991,1900,278,0.01, ,0.00, ,-2, ,1.3, ,13.8, ,80, ,10.4, ,4.6, ,322, ,20.2, 
37,USDA Salinas,Monterey Bay,10/5/1991,2000,278,0.01, ,0.00, ,-2, ,1.3, ,13.7, ,80, ,10.3, ,3.8, ,324, ,20.1, 
37,USDA Salinas,Monterey Bay,10/5/1991,2100,278,0.01, ,0.00, ,-2, ,1.3, ,13.6, ,80, ,10.3, ,3.6, ,320, ,19.9, 
37,USDA Salinas,Monterey Bay,10/5/1991,2200,278,0.00, ,0.00, ,-1, ,1.2, ,13.5, ,81, ,10.2, ,3.0, ,332, ,19.8, 
37,USDA Salinas,Monterey Bay,10/5/1991,2300,278,0.00, ,0.00, ,-2, ,1.2, ,13.5, ,80, ,10.2, ,1.9, ,4, ,19.8, 
37,USDA Salinas,Monterey Bay,10/5/1991,2400,278,0.00, ,0.00, ,-1, ,1.2, ,13.4, ,80, ,10.0, ,2.1, ,84, ,19.6, 
37,USDA Salinas,Monterey Bay,10/6/1991,0100,279,0.01, ,0.00, ,-2, ,1.2, ,13.2, ,80, ,9.9, ,1.8, ,99, ,19.6, 
37,USDA Salinas,Monterey Bay,10/6/1991,0200,279,0.01, ,0.00, ,-2, ,1.2, ,13.0, ,81, ,9.7, ,2.2, ,133, ,19.5, 
37,USDA Salinas,Monterey Bay,10/6/1991,0300,279,0.01, ,0.00, ,-2, ,1.2, ,12.6, ,81, ,9.4, ,1.8, ,129, ,19.4, 
37,USDA Salinas,Monterey Bay,10/6/1991,0400,279,0.00, ,0.00, ,-1, ,1.2, ,12.5, ,81, ,9.3, ,1.0, ,58, ,19.3, 
37,USDA Salinas,Monterey Bay,10/6/1991,0500,279,0.01, ,0.00, ,-1, ,1.2, ,12.3, ,81, ,9.1, ,1.4, ,50, ,19.2, 
37,USDA Salinas,Monterey Bay,10/6/1991,0600,279,0.01, ,0.00, ,-1, ,1.1, ,12.1, ,81, ,9.0, ,1.3, ,65, ,19.1, 
37,USDA Salinas,Monterey Bay,10/6/1991,0700,279,0.01, ,0.00, ,8, ,1.1, ,11.8, ,81, ,8.8, ,1.8, ,99, ,19.1, 
37,USDA Salinas,Monterey Bay,10/6/1991,0800,279,0.03, ,0.00, ,52, ,1.1, ,11.8, ,82, ,8.8, ,2.3, ,130, ,19.0, 
37,USDA Salinas,Monterey Bay,10/6/1991,0900,279,0.12, ,0.00, ,223, ,1.2, ,13.1, ,80, ,9.7, ,2.3, ,134, ,19.0, 
37,USDA Salinas,Monterey Bay,10/6/1991,1000,279,0.32, ,0.00, ,537, ,1.2, ,15.9, ,69, ,10.2, ,1.4, ,206, ,18.9, 
37,USDA Salinas,Monterey Bay,10/6/1991,1100,279,0.46, ,0.00, ,680, ,1.2, ,18.5, ,55, ,9.2, ,2.0, ,296, ,18.9, 
37,USDA Salinas,Monterey Bay,10/6/1991,1200,279,0.56, ,0.00, ,739, ,1.1, ,21.1, ,44, ,8.3, ,3.0, ,291, ,19.1, 
37,USDA Salinas,Monterey Bay,10/6/1991,1300,279,0.61, ,0.00, ,727, ,1.2, ,22.2, ,46, ,9.9, ,5.1, ,302, ,19.4, 
37,USDA Salinas,Monterey Bay,10/6/1991,1400,279,0.56, ,0.00, ,656, ,1.2, ,20.9, ,48, ,9.4, ,6.1, ,310, ,19.7, 
37,USDA Salinas,Monterey Bay,10/6/1991,1500,279,0.46, ,0.00, ,529, ,1.2, ,20.2, ,50, ,9.5, ,6.2, ,309, ,20.0, 
37,USDA Salinas,Monterey Bay,10/6/1991,1600,279,0.32, ,0.00, ,357, ,1.2, ,18.9, ,54, ,9.5, ,6.2, ,311, ,20.2, 
37,USDA Salinas,Monterey Bay,10/6/1991,1700,279,0.17, ,0.00, ,175, ,1.2, ,17.6, ,60, ,9.8, ,5.5, ,314, ,20.3, 
37,USDA Salinas,Monterey Bay,10/6/1991,1800,279,0.05, ,0.00, ,24, ,1.3, ,15.8, ,71, ,10.6, ,4.6, ,328, ,20.3, 
37,USDA Salinas,Monterey Bay,10/6/1991,1900,279,0.01, ,0.00, ,-1, ,1.3, ,14.5, ,78, ,10.7, ,4.0, ,332, ,20.2, 
37,USDA Salinas,Monterey Bay,10/6/1991,2000,279,0.00, ,0.00, ,-1, ,1.2, ,13.6, ,80, ,10.2, ,3.1, ,336, ,20.1, 
37,USDA Salinas,Monterey Bay,10/6/1991,2100,279,0.00, ,0.00, ,-1, ,1.2, ,13.4, ,80, ,10.1, ,2.9, ,328, ,20.0, 
37,USDA Salinas,Monterey Bay,10/6/1991,2200,279,0.00, ,0.00, ,-2, ,1.2, ,13.0, ,81, ,9.8, ,2.4, ,335, ,19.9, 
37,USDA Salinas,Monterey Bay,10/6/1991,2300,279,-0.01, ,0.00, ,-2, ,1.1, ,11.6, ,82, ,8.6, ,1.3, ,166, ,19.7, 
37,USDA Salinas,Monterey Bay,10/6/1991,2400,279,-0.01, ,0.00, ,-1, ,1.1, ,11.0, ,82, ,8.0, ,2.0, ,129, ,19.5, 
37,USDA Salinas,Monterey Bay,10/7/1991,0100,280,-0.01, ,0.00, ,-1, ,1.1, ,11.1, ,82, ,8.1, ,2.3, ,120, ,19.4, 
37,USDA Salinas,Monterey Bay,10/7/1991,0200,280,-0.01, ,0.00, ,-2, ,1.1, ,11.2, ,82, ,8.1, ,2.2, ,119, ,19.2, 
37,USDA Salinas,Monterey Bay,10/7/1991,0300,280,-0.01, ,0.00, ,-2, ,1.1, ,10.7, ,82, ,7.7, ,2.5, ,132, ,19.1, 
37,USDA Salinas,Monterey Bay,10/7/1991,0400,280,-0.01, ,0.00, ,-1, ,1.1, ,10.8, ,82, ,7.9, ,2.3, ,128, ,19.0, 
37,USDA Salinas,Monterey Bay,10/7/1991,0500,280,-0.01, ,0.00, ,-2, ,1.0, ,10.5, ,82, ,7.6, ,2.5, ,131, ,18.9, 
37,USDA Salinas,Monterey Bay,10/7/1991,0600,280,-0.02, ,0.00, ,-1, ,1.0, ,9.9, ,82, ,6.9, ,1.4, ,143, ,18.8, 
37,USDA Salinas,Monterey Bay,10/7/1991,0700,280,0.01, ,0.00, ,49, ,1.0, ,10.0, ,82, ,7.0, ,1.7, ,143, ,18.7, 
37,USDA Salinas,Monterey Bay,10/7/1991,0800,280,0.11, ,0.00, ,225, ,1.2, ,13.8, ,74, ,9.3, ,1.5, ,136, ,18.5, 
37,USDA Salinas,Monterey Bay,10/7/1991,0900,280,0.24, ,0.00, ,404, ,1.2, ,17.3, ,61, ,9.6, ,1.1, ,148, ,18.5, 
37,USDA Salinas,Monterey Bay,10/7/1991,1000,280,0.39, ,0.00, ,571, ,1.1, ,20.5, ,44, ,7.9, ,1.6, ,298, ,18.5, 
37,USDA Salinas,Monterey Bay,10/7/1991,1100,280,0.53, ,0.00, ,682, ,0.9, ,22.5, ,34, ,6.0, ,2.6, ,302, ,18.6, 
37,USDA Salinas,Monterey Bay,10/7/1991,1200,280,0.62, ,0.00, ,733, ,0.9, ,25.0, ,30, ,6.2, ,3.2, ,298, ,18.8, 
37,USDA Salinas,Monterey Bay,10/7/1991,1300,280,0.67, ,0.00, ,721, ,1.1, ,24.9, ,35, ,8.4, ,5.5, ,314, ,19.1, 
37,USDA Salinas,Monterey Bay,10/7/1991,1400,280,0.59, ,0.00, ,651, ,1.2, ,22.2, ,43, ,9.1, ,6.4, ,319, ,19.5, 
37,USDA Salinas,Monterey Bay,10/7/1991,1500,280,0.49, ,0.00, ,527, ,1.2, ,21.8, ,44, ,9.1, ,6.4, ,327, ,19.7, 
37,USDA Salinas,Monterey Bay,10/7/1991,1600,280,0.36, ,0.00, ,357, ,1.2, ,21.4, ,46, ,9.3, ,6.1, ,330, ,19.9, 
37,USDA Salinas,Monterey Bay,10/7/1991,1700,280,0.20, ,0.00, ,166, ,1.2, ,19.9, ,54, ,10.2, ,5.7, ,335, ,20.1, 
37,USDA Salinas,Monterey Bay,10/7/1991,1800,280,0.06, ,0.00, ,22, ,1.4, ,17.4, ,68, ,11.4, ,5.3, ,346, ,20.1, 
37,USDA Salinas,Monterey Bay,10/7/1991,1900,280,0.02, ,0.00, ,-2, ,1.3, ,16.2, ,72, ,11.1, ,2.8, ,314, ,20.0, 
37,USDA Salinas,Monterey Bay,10/7/1991,2000,280,0.02, ,0.00, ,-2, ,1.3, ,15.4, ,75, ,10.9, ,4.6, ,313, ,20.0, 
37,USDA Salinas,Monterey Bay,10/7/1991,2100,280,0.01, ,0.00, ,-2, ,1.3, ,14.8, ,78, ,11.0, ,4.0, ,327, ,19.8, 
37,USDA Salinas,Monterey Bay,10/7/1991,2200,280,0.00, ,0.00, ,-2, ,1.3, ,14.2, ,80, ,10.7, ,2.8, ,303, ,19.7, 
37,USDA Salinas,Monterey Bay,10/7/1991,2300,280,-0.01, ,0.00, ,-2, ,1.2, ,13.0, ,81, ,9.8, ,1.1, ,245, ,19.6, 
37,USDA Salinas,Monterey Bay,10/7/1991,2400,280,-0.01, ,0.00, ,-2, ,1.1, ,11.6, ,82, ,8.6, ,1.4, ,100, ,19.4, 
37,USDA Salinas,Monterey Bay,10/8/1991,0100,281,-0.01, ,0.00, ,-2, ,1.1, ,11.2, ,82, ,8.2, ,1.2, ,105, ,19.3, 
37,USDA Salinas,Monterey Bay,10/8/1991,0200,281,-0.02, ,0.00, ,-2, ,1.1, ,10.7, ,82, ,7.8, ,1.1, ,101, ,19.1, 
37,USDA Salinas,Monterey Bay,10/8/1991,0300,281,-0.01, ,0.00, ,-2, ,1.1, ,10.7, ,82, ,7.8, ,2.1, ,115, ,19.0, 
37,USDA Salinas,Monterey Bay,10/8/1991,0400,281,-0.01, ,0.00, ,-2, ,1.1, ,11.0, ,82, ,8.1, ,1.9, ,108, ,18.9, 
37,USDA Salinas,Monterey Bay,10/8/1991,0500,281,-0.01, ,0.00, ,-1, ,1.0, ,10.6, ,82, ,7.7, ,1.8, ,115, ,18.7, 
37,USDA Salinas,Monterey Bay,10/8/1991,0600,281,-0.01, ,0.00, ,-1, ,1.0, ,10.2, ,82, ,7.2, ,1.4, ,167, ,18.6, 
37,USDA Salinas,Monterey Bay,10/8/1991,0700,281,0.01, ,0.00, ,47, ,1.0, ,9.3, ,82, ,6.4, ,0.5, ,309, ,18.5, 
37,USDA Salinas,Monterey Bay,10/8/1991,0800,281,0.10, ,0.00, ,213, ,1.1, ,12.7, ,76, ,8.6, ,0.8, ,222, ,18.4, 
37,USDA Salinas,Monterey Bay,10/8/1991,0900,281,0.22, ,0.00, ,389, ,1.1, ,15.5, ,62, ,8.2, ,1.1, ,247, ,18.3, 
37,USDA Salinas,Monterey Bay,10/8/1991,1000,281,0.36, ,0.00, ,554, ,1.0, ,19.0, ,47, ,7.3, ,1.3, ,174, ,18.3, 
37,USDA Salinas,Monterey Bay,10/8/1991,1100,281,0.48, ,0.00, ,673, ,0.9, ,22.5, ,32, ,5.0, ,1.3, ,191, ,18.4, 
37,USDA Salinas,Monterey Bay,10/8/1991,1200,281,0.56, ,0.00, ,728, ,0.8, ,25.0, ,26, ,4.3, ,1.6, ,273, ,18.6, 
37,USDA Salinas,Monterey Bay,10/8/1991,1300,281,0.63, ,0.00, ,717, ,0.8, ,27.0, ,22, ,3.4, ,3.2, ,303, ,18.9, 
37,USDA Salinas,Monterey Bay,10/8/1991,1400,281,0.58, ,0.00, ,637, ,1.2, ,21.7, ,46, ,9.5, ,6.8, ,312, ,19.3, 
37,USDA Salinas,Monterey Bay,10/8/1991,1500,281,0.45, ,0.00, ,507, ,1.2, ,20.7, ,49, ,9.6, ,6.3, ,322, ,19.7, 
37,USDA Salinas,Monterey Bay,10/8/1991,1600,281,0.32, ,0.00, ,341, ,1.2, ,20.8, ,50, ,10.1, ,5.8, ,326, ,19.9, 
37,USDA Salinas,Monterey Bay,10/8/1991,1700,281,0.16, ,0.00, ,157, ,1.4, ,18.5, ,63, ,11.4, ,5.8, ,328, ,20.0, 
37,USDA Salinas,Monterey Bay,10/8/1991,1800,281,0.06, ,0.00, ,20, ,1.4, ,17.5, ,68, ,11.5, ,5.4, ,344, ,20.0, 
37,USDA Salinas,Monterey Bay,10/8/1991,1900,281,0.03, ,0.00, ,-2, ,1.4, ,16.2, ,74, ,11.6, ,5.1, ,343, ,20.0, 
37,USDA Salinas,Monterey Bay,10/8/1991,2000,281,0.01, ,0.00, ,-2, ,1.3, ,15.2, ,76, ,11.0, ,3.2, ,303, ,19.9, 
37,USDA Salinas,Monterey Bay,10/8/1991,2100,281,0.01, ,0.00, ,-2, ,1.3, ,14.0, ,81, ,10.8, ,3.4, ,312, ,19.8, 
37,USDA Salinas,Monterey Bay,10/8/1991,2200,281,0.00, ,0.00, ,-2, ,1.2, ,12.9, ,83, ,10.0, ,2.5, ,329, ,19.6, 
37,USDA Salinas,Monterey Bay,10/8/1991,2300,281,-0.01, ,0.00, ,-2, ,1.2, ,12.2, ,83, ,9.5, ,1.1, ,331, ,19.5, 
37,USDA Salinas,Monterey Bay,10/8/1991,2400,281,-0.01, ,0.00, ,-2, ,1.1, ,10.8, ,83, ,8.1, ,0.8, ,110, ,19.4, 
37,USDA Salinas,Monterey Bay,10/9/1991,0100,282,-0.02, ,0.00, ,-2, ,1.0, ,10.1, ,83, ,7.3, ,1.2, ,98, ,19.2, 
37,USDA Salinas,Monterey Bay,10/9/1991,0200,282,-0.02, ,0.00, ,-2, ,1.0, ,9.5, ,83, ,6.8, ,1.1, ,88, ,19.1, 
37,USDA Salinas,Monterey Bay,10/9/1991,0300,282,-0.02, ,0.00, ,-1, ,1.0, ,10.2, ,84, ,7.6, ,1.0, ,76, ,18.9, 
37,USDA Salinas,Monterey Bay,10/9/1991,0400,282,-0.02, ,0.00, ,-1, ,1.0, ,10.2, ,84, ,7.6, ,1.1, ,149, ,18.8, 
37,USDA Salinas,Monterey Bay,10/9/1991,0500,282,-0.02, ,0.00, ,-1, ,1.0, ,9.0, ,84, ,6.4, ,1.0, ,93, ,18.6, 
37,USDA Salinas,Monterey Bay,10/9/1991,0600,282,-0.02, ,0.00, ,-1, ,1.0, ,8.9, ,84, ,6.3, ,0.9, ,67, ,18.5, 
37,USDA Salinas,Monterey Bay,10/9/1991,0700,282,0.01, ,0.00, ,50, ,1.0, ,9.4, ,84, ,6.7, ,1.2, ,132, ,18.4, 
37,USDA Salinas,Monterey Bay,10/9/1991,0800,282,0.11, ,0.00, ,227, ,1.2, ,12.9, ,81, ,9.6, ,2.1, ,143, ,18.3, 
37,USDA Salinas,Monterey Bay,10/9/1991,0900,282,0.25, ,0.00, ,399, ,1.2, ,16.7, ,64, ,9.9, ,2.8, ,147, ,18.3, 
