Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
37,USDA Salinas,Monterey Bay,11/7/1991,2300,311,0.00, ,0.00, ,-1, ,1.4, ,14.5, ,83, ,11.6, ,1.1, ,4, ,16.0, 
37,USDA Salinas,Monterey Bay,11/7/1991,2400,311,-0.01, ,0.00, ,-2, ,1.4, ,14.1, ,85, ,11.6, ,1.1, ,298, ,15.9, 
37,USDA Salinas,Monterey Bay,11/8/1991,0100,312,0.00, ,0.00, ,-2, ,1.4, ,14.0, ,88, ,12.0, ,1.9, ,286, ,15.8, 
37,USDA Salinas,Monterey Bay,11/8/1991,0200,312,0.00, ,0.00, ,-1, ,1.4, ,13.8, ,89, ,12.0, ,2.2, ,285, ,15.8, 
37,USDA Salinas,Monterey Bay,11/8/1991,0300,312,-0.01, ,0.00, ,-1, ,1.4, ,13.8, ,89, ,12.0, ,1.6, ,258, ,15.7, 
37,USDA Salinas,Monterey Bay,11/8/1991,0400,312,0.00, ,0.00, ,-2, ,1.4, ,13.7, ,88, ,11.8, ,1.7, ,293, ,15.6, 
37,USDA Salinas,Monterey Bay,11/8/1991,0500,312,-0.01, ,0.00, ,-2, ,1.4, ,13.8, ,88, ,11.9, ,1.2, ,342, ,15.6, 
37,USDA Salinas,Monterey Bay,11/8/1991,0600,312,0.00, ,0.00, ,-2, ,1.4, ,13.8, ,88, ,11.9, ,1.8, ,260, ,15.6, 
37,USDA Salinas,Monterey Bay,11/8/1991,0700,312,0.00, ,0.00, ,0, ,1.4, ,13.9, ,88, ,11.9, ,1.9, ,317, ,15.6, 
37,USDA Salinas,Monterey Bay,11/8/1991,0800,312,0.01, ,0.00, ,20, ,1.4, ,14.0, ,88, ,12.0, ,2.9, ,316, ,15.5, 
37,USDA Salinas,Monterey Bay,11/8/1991,0900,312,0.07, ,0.00, ,135, ,1.4, ,14.8, ,85, ,12.3, ,3.7, ,318, ,15.5, 
37,USDA Salinas,Monterey Bay,11/8/1991,1000,312,0.15, ,0.00, ,252, ,1.4, ,15.9, ,80, ,12.5, ,4.1, ,316, ,15.5, 
37,USDA Salinas,Monterey Bay,11/8/1991,1100,312,0.31, ,0.00, ,453, ,1.4, ,17.2, ,73, ,12.2, ,5.0, ,307, ,15.5, 
37,USDA Salinas,Monterey Bay,11/8/1991,1200,312,0.25, ,0.00, ,365, ,1.4, ,17.2, ,71, ,11.9, ,4.8, ,307, ,15.6, 
37,USDA Salinas,Monterey Bay,11/8/1991,1300,312,0.20, ,0.00, ,295, ,1.4, ,17.5, ,70, ,11.9, ,4.5, ,301, ,15.7, 
37,USDA Salinas,Monterey Bay,11/8/1991,1400,312,0.15, ,0.00, ,206, ,1.4, ,17.0, ,71, ,11.8, ,4.7, ,302, ,15.9, 
37,USDA Salinas,Monterey Bay,11/8/1991,1500,312,0.10, ,0.00, ,140, ,1.4, ,16.5, ,75, ,12.0, ,4.8, ,314, ,16.0, 
37,USDA Salinas,Monterey Bay,11/8/1991,1600,312,0.06, ,0.00, ,75, ,1.4, ,15.7, ,81, ,12.5, ,5.2, ,309, ,16.1, 
37,USDA Salinas,Monterey Bay,11/8/1991,1700,312,0.03, ,0.00, ,24, ,1.4, ,15.0, ,85, ,12.4, ,4.6, ,325, ,16.1, 
37,USDA Salinas,Monterey Bay,11/8/1991,1800,312,0.01, ,0.00, ,-2, ,1.4, ,14.6, ,86, ,12.3, ,4.0, ,335, ,16.1, 
37,USDA Salinas,Monterey Bay,11/8/1991,1900,312,0.01, ,0.00, ,-2, ,1.4, ,14.5, ,86, ,12.2, ,3.6, ,319, ,16.1, 
37,USDA Salinas,Monterey Bay,11/8/1991,2000,312,0.01, ,0.00, ,-2, ,1.4, ,14.6, ,86, ,12.3, ,3.4, ,324, ,16.1, 
37,USDA Salinas,Monterey Bay,11/8/1991,2100,312,0.01, ,0.00, ,-2, ,1.4, ,14.7, ,85, ,12.2, ,3.3, ,324, ,16.0, 
37,USDA Salinas,Monterey Bay,11/8/1991,2200,312,0.01, ,0.00, ,-2, ,1.4, ,14.2, ,86, ,11.8, ,3.5, ,322, ,16.0, 
37,USDA Salinas,Monterey Bay,11/8/1991,2300,312,0.01, ,0.00, ,-2, ,1.4, ,13.8, ,86, ,11.6, ,3.1, ,326, ,16.0, 
37,USDA Salinas,Monterey Bay,11/8/1991,2400,312,0.01, ,0.00, ,-2, ,1.4, ,13.7, ,86, ,11.5, ,2.6, ,344, ,16.0, 
37,USDA Salinas,Monterey Bay,11/9/1991,0100,313,0.01, ,0.00, ,-2, ,1.3, ,13.3, ,86, ,11.1, ,2.9, ,326, ,15.9, 
37,USDA Salinas,Monterey Bay,11/9/1991,0200,313,0.01, ,0.00, ,-2, ,1.3, ,13.1, ,86, ,10.9, ,3.0, ,323, ,15.9, 
37,USDA Salinas,Monterey Bay,11/9/1991,0300,313,0.01, ,0.00, ,-2, ,1.3, ,13.2, ,85, ,10.8, ,2.5, ,323, ,15.8, 
37,USDA Salinas,Monterey Bay,11/9/1991,0400,313,0.00, ,0.00, ,-2, ,1.3, ,12.9, ,86, ,10.6, ,2.3, ,337, ,15.8, 
37,USDA Salinas,Monterey Bay,11/9/1991,0500,313,0.01, ,0.00, ,-2, ,1.3, ,12.8, ,86, ,10.6, ,2.6, ,335, ,15.8, 
37,USDA Salinas,Monterey Bay,11/9/1991,0600,313,0.00, ,0.00, ,-2, ,1.3, ,12.5, ,87, ,10.3, ,2.3, ,340, ,15.7, 
37,USDA Salinas,Monterey Bay,11/9/1991,0700,313,0.00, ,0.00, ,0, ,1.3, ,12.5, ,87, ,10.4, ,1.4, ,323, ,15.7, 
37,USDA Salinas,Monterey Bay,11/9/1991,0800,313,0.01, ,0.00, ,26, ,1.3, ,12.8, ,87, ,10.6, ,1.8, ,287, ,15.7, 
37,USDA Salinas,Monterey Bay,11/9/1991,0900,313,0.02, ,0.00, ,64, ,1.3, ,13.3, ,86, ,11.0, ,2.1, ,358, ,15.6, 
37,USDA Salinas,Monterey Bay,11/9/1991,1000,313,0.07, ,0.00, ,139, ,1.4, ,14.2, ,84, ,11.5, ,2.8, ,345, ,15.6, 
37,USDA Salinas,Monterey Bay,11/9/1991,1100,313,0.07, ,0.00, ,153, ,1.4, ,14.9, ,81, ,11.7, ,3.0, ,321, ,15.6, 
37,USDA Salinas,Monterey Bay,11/9/1991,1200,313,0.11, ,0.00, ,204, ,1.4, ,15.7, ,78, ,11.7, ,2.9, ,324, ,15.7, 
37,USDA Salinas,Monterey Bay,11/9/1991,1300,313,0.15, ,0.00, ,243, ,1.4, ,15.9, ,76, ,11.8, ,4.4, ,319, ,15.8, 
37,USDA Salinas,Monterey Bay,11/9/1991,1400,313,0.14, ,0.00, ,208, ,1.4, ,15.9, ,76, ,11.6, ,5.0, ,316, ,15.8, 
37,USDA Salinas,Monterey Bay,11/9/1991,1500,313,0.10, ,0.00, ,148, ,1.3, ,15.2, ,78, ,11.3, ,4.7, ,311, ,15.9, 
37,USDA Salinas,Monterey Bay,11/9/1991,1600,313,0.05, ,0.00, ,77, ,1.3, ,14.3, ,81, ,11.1, ,4.4, ,322, ,16.0, 
37,USDA Salinas,Monterey Bay,11/9/1991,1700,313,0.03, ,0.00, ,39, ,1.3, ,13.5, ,84, ,10.8, ,3.8, ,334, ,16.0, 
37,USDA Salinas,Monterey Bay,11/9/1991,1800,313,0.00, ,0.00, ,-1, ,1.3, ,12.8, ,85, ,10.3, ,2.0, ,319, ,16.0, 
37,USDA Salinas,Monterey Bay,11/9/1991,1900,313,0.00, ,0.00, ,-2, ,1.2, ,11.9, ,86, ,9.6, ,1.2, ,309, ,16.0, 
37,USDA Salinas,Monterey Bay,11/9/1991,2000,313,0.01, ,0.00, ,-2, ,1.2, ,11.9, ,86, ,9.7, ,4.1, ,325, ,15.9, 
37,USDA Salinas,Monterey Bay,11/9/1991,2100,313,0.01, ,0.00, ,-2, ,1.2, ,12.0, ,87, ,9.8, ,4.2, ,334, ,15.9, 
37,USDA Salinas,Monterey Bay,11/9/1991,2200,313,0.00, ,0.00, ,-2, ,1.2, ,12.0, ,87, ,9.8, ,2.5, ,325, ,15.8, 
37,USDA Salinas,Monterey Bay,11/9/1991,2300,313,0.00, ,0.00, ,-2, ,1.2, ,11.8, ,87, ,9.6, ,1.7, ,329, ,15.7, 
37,USDA Salinas,Monterey Bay,11/9/1991,2400,313,0.00, ,0.00, ,-2, ,1.2, ,11.5, ,87, ,9.3, ,1.2, ,291, ,15.7, 
37,USDA Salinas,Monterey Bay,11/10/1991,0100,314,0.00, ,0.00, ,-1, ,1.2, ,11.3, ,87, ,9.1, ,1.3, ,47, ,15.6, 
37,USDA Salinas,Monterey Bay,11/10/1991,0200,314,0.00, ,0.00, ,-2, ,1.2, ,11.2, ,87, ,9.0, ,1.4, ,323, ,15.6, 
37,USDA Salinas,Monterey Bay,11/10/1991,0300,314,0.00, ,0.00, ,-2, ,1.1, ,11.2, ,87, ,9.0, ,1.4, ,125, ,15.6, 
37,USDA Salinas,Monterey Bay,11/10/1991,0400,314,0.00, ,0.00, ,-2, ,1.1, ,10.8, ,87, ,8.7, ,1.3, ,109, ,15.5, 
37,USDA Salinas,Monterey Bay,11/10/1991,0500,314,0.00, ,0.00, ,-2, ,1.1, ,10.7, ,87, ,8.6, ,2.1, ,131, ,15.5, 
37,USDA Salinas,Monterey Bay,11/10/1991,0600,314,0.00, ,0.00, ,-2, ,1.1, ,10.7, ,87, ,8.6, ,1.6, ,131, ,15.5, 
37,USDA Salinas,Monterey Bay,11/10/1991,0700,314,0.00, ,0.00, ,0, ,1.1, ,10.7, ,87, ,8.5, ,1.2, ,100, ,15.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,0800,314,0.02, ,0.00, ,31, ,1.1, ,10.5, ,87, ,8.4, ,2.5, ,125, ,15.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,0900,314,0.04, ,0.00, ,95, ,1.1, ,10.8, ,87, ,8.6, ,3.1, ,129, ,15.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,1000,314,0.08, ,0.00, ,181, ,1.2, ,11.3, ,87, ,9.2, ,3.2, ,146, ,15.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,1100,314,0.18, ,0.00, ,356, ,1.3, ,12.5, ,87, ,10.3, ,2.2, ,143, ,15.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,1200,314,0.33, ,0.00, ,581, ,1.5, ,16.0, ,84, ,13.3, ,1.3, ,153, ,15.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,1300,314,0.36, ,0.00, ,576, ,1.4, ,19.2, ,65, ,12.4, ,1.6, ,298, ,15.5, 
37,USDA Salinas,Monterey Bay,11/10/1991,1400,314,0.37, ,0.00, ,499, ,1.4, ,20.8, ,58, ,12.3, ,4.0, ,312, ,15.8, 
37,USDA Salinas,Monterey Bay,11/10/1991,1500,314,0.27, ,0.00, ,376, ,1.4, ,19.5, ,61, ,11.9, ,3.8, ,307, ,16.0, 
37,USDA Salinas,Monterey Bay,11/10/1991,1600,314,0.16, ,0.00, ,217, ,1.3, ,17.7, ,67, ,11.4, ,5.1, ,321, ,16.2, 
37,USDA Salinas,Monterey Bay,11/10/1991,1700,314,0.04, ,0.00, ,50, ,1.3, ,14.8, ,79, ,11.3, ,5.1, ,332, ,16.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,1800,314,-0.01, ,0.00, ,0, ,1.2, ,12.6, ,85, ,10.1, ,3.8, ,341, ,16.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,1900,314,-0.02, ,0.00, ,-2, ,1.2, ,11.4, ,87, ,9.3, ,1.4, ,15, ,16.4, 
37,USDA Salinas,Monterey Bay,11/10/1991,2000,314,-0.02, ,0.00, ,-1, ,1.1, ,10.9, ,87, ,8.9, ,0.9, ,216, ,16.3, 
37,USDA Salinas,Monterey Bay,11/10/1991,2100,314,-0.02, ,0.00, ,-2, ,1.1, ,9.8, ,87, ,7.8, ,1.0, ,23, ,16.2, 
37,USDA Salinas,Monterey Bay,11/10/1991,2200,314,-0.02, ,0.00, ,-2, ,1.0, ,9.6, ,88, ,7.6, ,1.3, ,68, ,16.0, 
37,USDA Salinas,Monterey Bay,11/10/1991,2300,314,-0.02, ,0.00, ,-2, ,1.0, ,9.4, ,88, ,7.5, ,1.4, ,134, ,15.9, 
37,USDA Salinas,Monterey Bay,11/10/1991,2400,314,-0.02, ,0.00, ,-2, ,1.0, ,8.9, ,88, ,6.9, ,1.1, ,103, ,15.7, 
37,USDA Salinas,Monterey Bay,11/11/1991,0100,315,-0.02, ,0.00, ,-2, ,1.0, ,8.3, ,88, ,6.4, ,1.3, ,11, ,15.6, 
37,USDA Salinas,Monterey Bay,11/11/1991,0200,315,-0.02, ,0.00, ,-2, ,0.9, ,7.9, ,88, ,6.0, ,1.2, ,102, ,15.5, 
37,USDA Salinas,Monterey Bay,11/11/1991,0300,315,-0.02, ,0.00, ,-2, ,1.1, ,9.8, ,87, ,7.7, ,2.6, ,107, ,15.3, 
37,USDA Salinas,Monterey Bay,11/11/1991,0400,315,-0.02, ,0.00, ,-2, ,1.0, ,8.8, ,86, ,6.5, ,2.2, ,125, ,15.2, 
37,USDA Salinas,Monterey Bay,11/11/1991,0500,315,-0.02, ,0.00, ,-2, ,0.9, ,8.2, ,87, ,6.1, ,1.9, ,127, ,15.1, 
37,USDA Salinas,Monterey Bay,11/11/1991,0600,315,-0.02, ,0.00, ,-2, ,1.0, ,9.1, ,84, ,6.6, ,2.2, ,117, ,15.0, 
37,USDA Salinas,Monterey Bay,11/11/1991,0700,315,-0.01, ,0.00, ,5, ,0.9, ,7.6, ,85, ,5.3, ,2.4, ,119, ,14.9, 
37,USDA Salinas,Monterey Bay,11/11/1991,0800,315,0.05, ,0.00, ,116, ,1.0, ,9.8, ,82, ,6.9, ,3.0, ,124, ,14.8, 
37,USDA Salinas,Monterey Bay,11/11/1991,0900,315,0.15, ,0.00, ,276, ,1.1, ,12.4, ,74, ,7.9, ,3.8, ,137, ,14.7, 
37,USDA Salinas,Monterey Bay,11/11/1991,1000,315,0.26, ,0.00, ,422, ,1.1, ,15.5, ,62, ,8.2, ,3.5, ,139, ,14.7, 
37,USDA Salinas,Monterey Bay,11/11/1991,1100,315,0.37, ,0.00, ,528, ,1.1, ,18.8, ,50, ,8.3, ,3.5, ,141, ,14.7, 
37,USDA Salinas,Monterey Bay,11/11/1991,1200,315,0.41, ,0.00, ,580, ,1.0, ,22.0, ,39, ,7.5, ,1.9, ,164, ,14.8, 
37,USDA Salinas,Monterey Bay,11/11/1991,1300,315,0.41, ,0.00, ,564, ,1.0, ,23.3, ,34, ,6.7, ,1.8, ,287, ,15.0, 
37,USDA Salinas,Monterey Bay,11/11/1991,1400,315,0.38, ,0.00, ,494, ,1.0, ,24.7, ,31, ,6.6, ,2.3, ,297, ,15.3, 
37,USDA Salinas,Monterey Bay,11/11/1991,1500,315,0.33, ,0.00, ,356, ,1.1, ,24.0, ,38, ,8.7, ,4.0, ,289, ,15.6, 
37,USDA Salinas,Monterey Bay,11/11/1991,1600,315,0.19, ,0.00, ,202, ,1.2, ,19.8, ,51, ,9.3, ,4.8, ,308, ,15.8, 
37,USDA Salinas,Monterey Bay,11/11/1991,1700,315,0.06, ,0.00, ,49, ,1.3, ,17.5, ,64, ,10.7, ,3.3, ,323, ,16.0, 
37,USDA Salinas,Monterey Bay,11/11/1991,1800,315,0.01, ,0.00, ,-1, ,1.4, ,15.5, ,77, ,11.6, ,2.9, ,350, ,16.1, 
37,USDA Salinas,Monterey Bay,11/11/1991,1900,315,-0.01, ,0.00, ,-2, ,1.3, ,13.6, ,86, ,11.3, ,3.1, ,334, ,16.1, 
37,USDA Salinas,Monterey Bay,11/11/1991,2000,315,-0.01, ,0.00, ,-2, ,1.3, ,12.3, ,88, ,10.4, ,2.1, ,22, ,16.0, 
37,USDA Salinas,Monterey Bay,11/11/1991,2100,315,-0.01, ,0.00, ,-2, ,1.2, ,12.2, ,87, ,10.0, ,2.0, ,44, ,15.9, 
37,USDA Salinas,Monterey Bay,11/11/1991,2200,315,-0.01, ,0.00, ,-2, ,1.2, ,11.5, ,86, ,9.2, ,1.6, ,87, ,15.8, 
37,USDA Salinas,Monterey Bay,11/11/1991,2300,315,-0.02, ,0.00, ,-2, ,1.1, ,10.9, ,87, ,8.8, ,1.4, ,102, ,15.7, 
37,USDA Salinas,Monterey Bay,11/11/1991,2400,315,-0.01, ,0.00, ,-2, ,1.1, ,10.0, ,88, ,8.1, ,1.6, ,119, ,15.6, 
37,USDA Salinas,Monterey Bay,11/12/1991,0100,316,-0.02, ,0.00, ,-2, ,1.1, ,10.7, ,87, ,8.7, ,2.0, ,91, ,15.5, 
37,USDA Salinas,Monterey Bay,11/12/1991,0200,316,-0.02, ,0.00, ,-2, ,1.1, ,10.6, ,85, ,8.2, ,2.9, ,133, ,15.3, 
37,USDA Salinas,Monterey Bay,11/12/1991,0300,316,-0.02, ,0.00, ,-2, ,1.1, ,10.1, ,86, ,7.9, ,3.1, ,134, ,15.2, 
37,USDA Salinas,Monterey Bay,11/12/1991,0400,316,-0.01, ,0.00, ,-1, ,1.1, ,10.5, ,84, ,7.9, ,3.4, ,128, ,15.1, 
37,USDA Salinas,Monterey Bay,11/12/1991,0500,316,0.00, ,0.00, ,-1, ,1.0, ,11.1, ,78, ,7.3, ,4.3, ,128, ,15.0, 
37,USDA Salinas,Monterey Bay,11/12/1991,0600,316,0.02, ,0.00, ,-1, ,1.0, ,12.0, ,70, ,6.6, ,4.7, ,119, ,15.0, 
37,USDA Salinas,Monterey Bay,11/12/1991,0700,316,0.01, ,0.00, ,5, ,0.9, ,11.0, ,73, ,6.2, ,4.1, ,114, ,14.9, 
37,USDA Salinas,Monterey Bay,11/12/1991,0800,316,0.07, ,0.00, ,104, ,1.0, ,12.5, ,67, ,6.6, ,4.2, ,114, ,14.8, 
37,USDA Salinas,Monterey Bay,11/12/1991,0900,316,0.20, ,0.00, ,272, ,1.0, ,15.5, ,56, ,6.8, ,4.5, ,119, ,14.7, 
37,USDA Salinas,Monterey Bay,11/12/1991,1000,316,0.33, ,0.00, ,427, ,1.0, ,17.6, ,49, ,6.6, ,5.2, ,127, ,14.7, 
37,USDA Salinas,Monterey Bay,11/12/1991,1100,316,0.42, ,0.00, ,535, ,1.0, ,19.6, ,43, ,6.9, ,4.7, ,131, ,14.7, 
37,USDA Salinas,Monterey Bay,11/12/1991,1200,316,0.43, ,0.00, ,587, ,1.0, ,22.4, ,37, ,7.0, ,2.6, ,119, ,14.9, 
37,USDA Salinas,Monterey Bay,11/12/1991,1300,316,0.46, ,0.00, ,572, ,1.0, ,24.1, ,34, ,7.3, ,3.3, ,308, ,15.0, 
37,USDA Salinas,Monterey Bay,11/12/1991,1400,316,0.43, ,0.00, ,495, ,1.1, ,21.8, ,41, ,8.1, ,5.1, ,303, ,15.3, 
37,USDA Salinas,Monterey Bay,11/12/1991,1500,316,0.33, ,0.00, ,366, ,1.1, ,21.4, ,42, ,8.1, ,4.9, ,316, ,15.6, 
37,USDA Salinas,Monterey Bay,11/12/1991,1600,316,0.19, ,0.00, ,204, ,1.3, ,19.6, ,56, ,10.5, ,5.0, ,327, ,15.8, 
37,USDA Salinas,Monterey Bay,11/12/1991,1700,316,0.05, ,0.00, ,49, ,1.4, ,17.4, ,68, ,11.5, ,3.3, ,317, ,15.9, 
37,USDA Salinas,Monterey Bay,11/12/1991,1800,316,0.00, ,0.00, ,-1, ,1.3, ,13.2, ,84, ,10.6, ,4.0, ,308, ,16.0, 
37,USDA Salinas,Monterey Bay,11/12/1991,1900,316,-0.01, ,0.00, ,-2, ,1.2, ,11.4, ,90, ,9.7, ,4.1, ,331, ,15.9, 
37,USDA Salinas,Monterey Bay,11/12/1991,2000,316,-0.02, ,0.00, ,-2, ,1.2, ,10.9, ,91, ,9.5, ,2.7, ,336, ,15.9, 
37,USDA Salinas,Monterey Bay,11/12/1991,2100,316,-0.02, ,0.00, ,-2, ,1.2, ,10.7, ,91, ,9.2, ,1.5, ,344, ,15.8, 
37,USDA Salinas,Monterey Bay,11/12/1991,2200,316,-0.02, ,0.00, ,-1, ,1.1, ,10.5, ,90, ,8.9, ,1.3, ,341, ,15.7, 
37,USDA Salinas,Monterey Bay,11/12/1991,2300,316,-0.02, ,0.00, ,-2, ,1.1, ,9.8, ,90, ,8.2, ,1.4, ,125, ,15.7, 
37,USDA Salinas,Monterey Bay,11/12/1991,2400,316,-0.02, ,0.00, ,-2, ,1.0, ,9.2, ,90, ,7.6, ,1.4, ,155, ,15.6, 
37,USDA Salinas,Monterey Bay,11/13/1991,0100,317,-0.02, ,0.00, ,-2, ,1.0, ,9.1, ,89, ,7.5, ,1.4, ,27, ,15.5, 
37,USDA Salinas,Monterey Bay,11/13/1991,0200,317,-0.02, ,0.00, ,-2, ,1.0, ,9.3, ,89, ,7.6, ,1.8, ,110, ,15.5, 
37,USDA Salinas,Monterey Bay,11/13/1991,0300,317,-0.02, ,0.00, ,-2, ,1.0, ,8.2, ,89, ,6.6, ,2.7, ,145, ,15.4, 
37,USDA Salinas,Monterey Bay,11/13/1991,0400,317,-0.02, ,0.00, ,-2, ,1.0, ,8.3, ,89, ,6.6, ,1.5, ,111, ,15.3, 
37,USDA Salinas,Monterey Bay,11/13/1991,0500,317,-0.02, ,0.00, ,-2, ,0.9, ,7.7, ,89, ,6.1, ,0.8, ,67, ,15.3, 
37,USDA Salinas,Monterey Bay,11/13/1991,0600,317,-0.02, ,0.00, ,-2, ,0.9, ,7.1, ,89, ,5.5, ,1.8, ,116, ,15.2, 
37,USDA Salinas,Monterey Bay,11/13/1991,0700,317,-0.02, ,0.00, ,3, ,0.9, ,6.6, ,90, ,5.0, ,1.1, ,144, ,15.1, 
37,USDA Salinas,Monterey Bay,11/13/1991,0800,317,0.01, ,0.00, ,74, ,0.9, ,7.0, ,89, ,5.4, ,1.0, ,288, ,15.1, 
37,USDA Salinas,Monterey Bay,11/13/1991,0900,317,0.09, ,0.00, ,239, ,1.0, ,8.7, ,89, ,7.0, ,0.8, ,175, ,15.0, 
37,USDA Salinas,Monterey Bay,11/13/1991,1000,317,0.18, ,0.00, ,400, ,1.2, ,10.8, ,89, ,9.0, ,1.0, ,305, ,14.9, 
37,USDA Salinas,Monterey Bay,11/13/1991,1100,317,0.26, ,0.00, ,495, ,1.4, ,13.5, ,88, ,11.5, ,3.3, ,316, ,14.9, 
37,USDA Salinas,Monterey Bay,11/13/1991,1200,317,0.34, ,0.00, ,532, ,1.4, ,16.9, ,72, ,11.8, ,4.0, ,317, ,15.0, 
37,USDA Salinas,Monterey Bay,11/13/1991,1300,317,0.24, ,0.00, ,317, ,1.3, ,17.5, ,65, ,10.8, ,5.7, ,317, ,15.1, 
37,USDA Salinas,Monterey Bay,11/13/1991,1400,317,0.35, ,0.00, ,448, ,1.2, ,18.0, ,57, ,9.5, ,5.7, ,300, ,15.3, 
37,USDA Salinas,Monterey Bay,11/13/1991,1500,317,0.31, ,0.00, ,365, ,1.1, ,17.8, ,54, ,8.4, ,6.7, ,289, ,15.5, 
37,USDA Salinas,Monterey Bay,11/13/1991,1600,317,0.20, ,0.00, ,199, ,1.0, ,16.5, ,56, ,7.7, ,6.5, ,280, ,15.6, 
37,USDA Salinas,Monterey Bay,11/13/1991,1700,317,0.09, ,0.00, ,47, ,1.0, ,14.7, ,60, ,7.0, ,5.6, ,272, ,15.7, 
37,USDA Salinas,Monterey Bay,11/13/1991,1800,317,0.05, ,0.00, ,-1, ,0.9, ,13.4, ,60, ,5.8, ,5.2, ,262, ,15.7, 
37,USDA Salinas,Monterey Bay,11/13/1991,1900,317,0.05, ,0.00, ,-2, ,0.9, ,12.9, ,62, ,5.7, ,5.4, ,265, ,15.6, 
37,USDA Salinas,Monterey Bay,11/13/1991,2000,317,0.03, ,0.00, ,-2, ,0.9, ,12.2, ,67, ,6.2, ,4.1, ,267, ,15.5, 
37,USDA Salinas,Monterey Bay,11/13/1991,2100,317,0.01, ,0.00, ,-2, ,1.0, ,11.5, ,74, ,7.0, ,3.4, ,267, ,15.4, 
37,USDA Salinas,Monterey Bay,11/13/1991,2200,317,0.00, ,0.00, ,-2, ,1.0, ,11.1, ,78, ,7.4, ,3.1, ,279, ,15.3, 
37,USDA Salinas,Monterey Bay,11/13/1991,2300,317,0.00, ,0.00, ,-2, ,1.0, ,10.9, ,80, ,7.5, ,3.0, ,290, ,15.2, 
37,USDA Salinas,Monterey Bay,11/13/1991,2400,317,0.00, ,0.00, ,-2, ,1.1, ,10.8, ,82, ,7.7, ,3.2, ,281, ,15.1, 
37,USDA Salinas,Monterey Bay,11/14/1991,0100,318,0.00, ,0.00, ,-2, ,1.1, ,11.1, ,81, ,8.0, ,4.4, ,278, ,15.1, 
37,USDA Salinas,Monterey Bay,11/14/1991,0200,318,-0.01, ,0.00, ,-1, ,1.1, ,10.5, ,84, ,7.8, ,3.0, ,318, ,15.0, 
37,USDA Salinas,Monterey Bay,11/14/1991,0300,318,-0.01, ,0.00, ,-1, ,1.0, ,9.7, ,84, ,7.1, ,2.8, ,290, ,14.9, 
37,USDA Salinas,Monterey Bay,11/14/1991,0400,318,-0.02, ,0.00, ,-2, ,0.9, ,8.5, ,84, ,6.0, ,2.0, ,322, ,14.8, 
37,USDA Salinas,Monterey Bay,11/14/1991,0500,318,-0.01, ,0.00, ,-2, ,0.9, ,8.2, ,83, ,5.5, ,2.5, ,342, ,14.7, 
37,USDA Salinas,Monterey Bay,11/14/1991,0600,318,-0.02, ,0.00, ,-2, ,0.8, ,6.9, ,85, ,4.6, ,1.5, ,2, ,14.6, 
37,USDA Salinas,Monterey Bay,11/14/1991,0700,318,-0.02, ,0.00, ,4, ,0.8, ,5.9, ,87, ,3.9, ,1.7, ,40, ,14.5, 
37,USDA Salinas,Monterey Bay,11/14/1991,0800,318,0.02, ,0.00, ,91, ,0.9, ,8.2, ,85, ,5.8, ,1.7, ,5, ,14.4, 
37,USDA Salinas,Monterey Bay,11/14/1991,0900,318,0.13, ,0.00, ,261, ,1.0, ,11.1, ,72, ,6.3, ,2.7, ,317, ,14.3, 
37,USDA Salinas,Monterey Bay,11/14/1991,1000,318,0.26, ,0.00, ,412, ,0.9, ,13.0, ,57, ,4.7, ,4.3, ,309, ,14.2, 
37,USDA Salinas,Monterey Bay,11/14/1991,1100,318,0.37, ,0.00, ,520, ,0.7, ,14.2, ,46, ,2.7, ,5.4, ,290, ,14.2, 
37,USDA Salinas,Monterey Bay,11/14/1991,1200,318,0.44, ,0.00, ,554, ,0.7, ,15.2, ,43, ,2.6, ,6.6, ,284, ,14.3, 
37,USDA Salinas,Monterey Bay,11/14/1991,1300,318,0.46, ,0.00, ,554, ,0.8, ,15.2, ,44, ,3.2, ,8.2, ,279, ,14.4, 
37,USDA Salinas,Monterey Bay,11/14/1991,1400,318,0.40, ,0.00, ,476, ,0.8, ,15.3, ,47, ,4.0, ,7.9, ,276, ,14.6, 
37,USDA Salinas,Monterey Bay,11/14/1991,1500,318,0.33, ,0.00, ,349, ,0.8, ,14.8, ,50, ,4.5, ,8.6, ,278, ,14.7, 
37,USDA Salinas,Monterey Bay,11/14/1991,1600,318,0.22, ,0.00, ,190, ,0.8, ,14.2, ,52, ,4.5, ,8.2, ,279, ,14.8, 
37,USDA Salinas,Monterey Bay,11/14/1991,1700,318,0.10, ,0.00, ,45, ,0.9, ,13.0, ,57, ,4.8, ,6.1, ,287, ,14.9, 
