HJ0305XDHTHXWXPXXXR
KXRXSXMXXXW
2.00,0.00,12.00
5.5,0.07,0.17,0.00,0.00,0.00,0.00,0.00
2019,0,1,276.45,65.0,0.9,0.0,0.0
2019,0,1,276.45,65.0,0.9,0.0,0.0
2019,1,1,276.25,65.0,1.0,0.0,0.0
2019,1,1,276.25,65.0,1.0,0.0,0.0
2019,2,1,275.55,68.0,1.1,0.0,0.0
2019,2,1,275.55,68.0,1.1,0.0,0.0
2019,3,1,274.65,69.0,0.9,0.0,0.0
2019,3,1,274.65,69.0,0.9,0.0,0.0
2019,4,1,273.35,77.0,0.7,0.0,0.0
2019,4,1,273.35,77.0,0.7,0.0,0.0
2019,5,1,272.75,82.0,0.5,0.0,0.0
2019,5,1,272.75,82.0,0.5,0.0,0.0
2019,6,1,273.65,77.0,1.1,0.0,0.0
2019,6,1,273.65,77.0,1.1,0.0,0.0
2019,7,1,272.65,80.0,0.8,0.0,0.0
2019,7,1,272.65,80.0,0.8,0.0,0.0
2019,8,1,272.75,81.0,0.9,0.0,30.0
2019,8,1,272.75,81.0,0.9,0.0,30.0
2019,9,1,275.15,70.0,1.5,0.0,164.0
2019,9,1,275.15,70.0,1.5,0.0,164.0
2019,10,1,278.25,62.0,1.3,0.0,317.0
2019,10,1,278.25,62.0,1.3,0.0,317.0
2019,11,1,281.05,52.0,1.9,0.0,439.0
2019,11,1,281.05,52.0,1.9,0.0,439.0
2019,12,1,283.15,45.0,2.8,0.0,512.0
2019,12,1,283.15,45.0,2.8,0.0,512.0
2019,13,1,285.55,37.0,2.6,0.0,517.0
2019,13,1,285.55,37.0,2.6,0.0,517.0
2019,14,1,287.15,32.0,1.4,0.0,482.0
2019,14,1,287.15,32.0,1.4,0.0,482.0
2019,15,1,287.75,31.0,0.7,0.0,345.0
2019,15,1,287.75,31.0,0.7,0.0,345.0
2019,16,1,287.45,30.0,1.0,0.0,258.0
2019,16,1,287.45,30.0,1.0,0.0,258.0
2019,17,1,286.35,33.0,0.9,0.0,78.0
2019,17,1,286.35,33.0,0.9,0.0,78.0
2019,18,1,283.15,46.0,0.9,0.0,1.0
2019,18,1,283.15,46.0,0.9,0.0,1.0
2019,19,1,281.35,48.0,1.1,0.0,0.0
2019,19,1,281.35,48.0,1.1,0.0,0.0
2019,20,1,279.15,59.0,0.8,0.0,0.0
2019,20,1,279.15,59.0,0.8,0.0,0.0
2019,21,1,278.25,63.0,0.9,0.0,0.0
2019,21,1,278.25,63.0,0.9,0.0,0.0
2019,22,1,277.85,64.0,1.1,0.0,0.0
2019,22,1,277.85,64.0,1.1,0.0,0.0
2019,23,1,277.25,64.0,0.8,0.0,0.0
2019,23,1,277.25,64.0,0.8,0.0,0.0
2019,0,2,277.35,63.0,1.3,0.0,0.0
2019,0,2,277.35,63.0,1.3,0.0,0.0
2019,1,2,276.75,65.0,1.2,0.0,0.0
2019,1,2,276.75,65.0,1.2,0.0,0.0
2019,2,2,276.25,68.0,1.9,0.0,0.0
2019,2,2,276.25,68.0,1.9,0.0,0.0
2019,3,2,275.65,69.0,0.9,0.0,0.0
2019,3,2,275.65,69.0,0.9,0.0,0.0
2019,4,2,274.45,76.0,1.3,0.0,0.0
2019,4,2,274.45,76.0,1.3,0.0,0.0
2019,5,2,274.85,71.0,1.7,0.0,0.0
2019,5,2,274.85,71.0,1.7,0.0,0.0
2019,6,2,274.35,72.0,1.8,0.0,0.0
2019,6,2,274.35,72.0,1.8,0.0,0.0
2019,7,2,273.95,74.0,1.9,0.0,0.0
2019,7,2,273.95,74.0,1.9,0.0,0.0
2019,8,2,274.15,75.0,2.0,0.0,29.0
2019,8,2,274.15,75.0,2.0,0.0,29.0
2019,9,2,275.15,73.0,2.2,0.0,159.0
2019,9,2,275.15,73.0,2.2,0.0,159.0
2019,10,2,278.05,65.0,2.3,0.0,310.0
2019,10,2,278.05,65.0,2.3,0.0,310.0
2019,11,2,280.65,57.0,2.6,0.0,431.0
2019,11,2,280.65,57.0,2.6,0.0,431.0
2019,12,2,283.05,49.0,2.3,0.0,502.0
2019,12,2,283.05,49.0,2.3,0.0,502.0
