HJ0305XDHTHXWXPXXXR
KXRXSXMXXXW
2.00,0.00,12.00
5.5,0.07,0.17,0.00,0.00,0.00,0.00,0.00
2021,0,1,285.15,82.0,0.7,0.0,0.0
2021,0,1,285.15,82.0,0.7,0.0,0.0
2021,1,1,278.95,92.0,0.8,0.0,0.0
2021,1,1,278.95,92.0,0.8,0.0,0.0
2021,2,1,277.85,96.0,0.6,0.0,0.0
2021,2,1,277.85,96.0,0.6,0.0,0.0
2021,3,1,277.85,96.0,0.6,0.0,0.0
2021,3,1,277.85,96.0,0.6,0.0,0.0
2021,4,1,278.05,93.0,0.9,0.0,0.0
2021,4,1,278.05,93.0,0.9,0.0,0.0
2021,5,1,278.05,93.0,1.2,0.0,0.0
2021,5,1,278.05,93.0,1.2,0.0,0.0
2021,6,1,277.75,93.0,1.4,0.0,0.0
2021,6,1,277.75,93.0,1.4,0.0,0.0
2021,7,1,277.25,94.0,1.1,0.0,0.0
2021,7,1,277.25,94.0,1.1,0.0,0.0
2021,8,1,277.05,94.0,0.7,0.0,28.0
2021,8,1,277.05,94.0,0.7,0.0,28.0
2021,9,1,279.05,89.0,1.3,0.0,155.0
2021,9,1,279.05,89.0,1.3,0.0,155.0
2021,10,1,281.45,83.0,2.8,0.0,300.0
2021,10,1,281.45,83.0,2.8,0.0,300.0
2021,11,1,284.25,75.0,3.2,0.0,415.0
2021,11,1,284.25,75.0,3.2,0.0,415.0
2021,12,1,286.85,65.0,3.1,0.0,476.0
2021,12,1,286.85,65.0,3.1,0.0,476.0
2021,13,1,288.55,55.0,2.6,0.0,453.0
2021,13,1,288.55,55.0,2.6,0.0,453.0
2021,14,1,289.05,51.0,2.0,0.0,300.0
2021,14,1,289.05,51.0,2.0,0.0,300.0
2021,15,1,290.05,47.0,0.9,0.0,303.0
2021,15,1,290.05,47.0,0.9,0.0,303.0
2021,16,1,290.05,45.0,1.1,0.0,140.0
2021,16,1,290.05,45.0,1.1,0.0,140.0
2021,17,1,288.85,56.0,1.3,0.0,61.0
2021,17,1,288.85,56.0,1.3,0.0,61.0
2021,18,1,285.55,83.0,1.0,0.0,1.0
2021,18,1,285.55,83.0,1.0,0.0,1.0
2021,19,1,284.95,89.0,0.8,0.0,0.0
